파일명,영상제목,URL,향수_이름,향수_설명
시원상큼_ 반전매력_ 유니크____선물하기 좋은 봄_여름 향수 추천_XWCHn15VK90.txt,"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,카프리스트 소피,마치 이제 막 씻고 나와서 머리카락이 촉촉하고 좋은 향기를 풍기고 있는 여자친구를 딱 만났을 때 향기 같거든요. 초반에는 생기발랄한 시트러스 플로러 향인데 잔향으로 갈수록 차분하고 동량적인 샌달우드 머스크향으로 마무리가 돼서요. 이것 역시 반전 매력을 느낄 수 있는 향수죠.
시원상큼_ 반전매력_ 유니크____선물하기 좋은 봄_여름 향수 추천_XWCHn15VK90.txt,"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,카풀스 마린,은방울꽃과 패출리 향이 도드라지는 섬세한 플로럴의 향수라서 지적이고 중성적인 이미지를 자아내고요. 많이 달지 않은 은은한 바닐라향으로 마무리가 된답니다.
시원상큼_ 반전매력_ 유니크____선물하기 좋은 봄_여름 향수 추천_XWCHn15VK90.txt,"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,로즈 사일런스,"소프트한 장미꽃 향기에요. 싱그러운 터키쉬 로즈향이 메인인 향수인데요, 산뜻한 블랙커런트 향이 탑노트에서 느껴지고 잔향에서는 패출리랑 캐시미어 머스크향이 남습니다. 로즈 사일런스는 머스크향이 남습니다. 현존하는 장미향수와 완전히 차별화된 모던 로즈 퍼퓸을 위해서 무려 15년간 영국 끝에 완성한 퍼퓸이라고 설명을 하더라고요."
시원상큼_ 반전매력_ 유니크____선물하기 좋은 봄_여름 향수 추천_XWCHn15VK90.txt,"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,로즈 쌀티 폴리아,바닷바람을 맞은 장미 들판의 향기라고 할 수 있습니다. 탁 트인 해변의 온듯한 청량한 바다향이라 맑은 장미향 그리고 약간의 짭조름함 거기에다 톡 쏘는 핑크페퍼와 블러드 오렌지향까지 다채롭게 느껴지는데요. 이 모든 양조들이 아주 조화롭게 어우러져서 마치 내가 해변가에 있는 장미정원을 산책하고 있는듯한 그런 착각을 하게 만듭니다.
시원상큼_ 반전매력_ 유니크____선물하기 좋은 봄_여름 향수 추천_XWCHn15VK90.txt,"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,에따리부를 도량주의 고스트인 더 쉘,짜릿한 유자와 달콤한 복숭아향이 섞인 우유 냄새라고 표현할 수 있는 향기인데요. 전반적으로 몽글몽글하고 깨끗한 바이브입니다.
시트러스 향수 입문템__ 록시땅 버베나_시트러스 버베나 추천 및 비교 리뷰_mg110uFYteA.txt,시트러스 향수 입문템!🍋 록시땅 버베나&시트러스 버베나 추천 및 비교 리뷰,https://www.youtube.com/watch?v=mg110uFYteA,클래식 버베나,버베나 고유의 향을 아주 깔끔하고 클래식하게 표현한 향입니다. 마치 정말 햇살이 화창한 여름날에 탁트인 정원에서 신선한 레몬 과즙으로 열기를 식히고 있는 모습이 연상됩니다. 진짜 덥고 습한 날에 뿌려도 버베나 향이 내 감각에 상쾌함을 착 불어넣어 줄 것 같은 그런 느낌이 듭니다.
시트러스 향수 입문템__ 록시땅 버베나_시트러스 버베나 추천 및 비교 리뷰_mg110uFYteA.txt,시트러스 향수 입문템!🍋 록시땅 버베나&시트러스 버베나 추천 및 비교 리뷰,https://www.youtube.com/watch?v=mg110uFYteA,시트러스 버베나,"버베나의 달콤한 자몽이 더해진 향으로 시작을 합니다. 잔향은 시더우드 향이 은은하게 남아요. 상큼한 버베나의 세련된 제라늄 꽃이 터치된 향으로, 약간의 우디 향이 더해진 향이라고 비교할 수 있겠네요."
신라면세점 향수 추천_ 선물용 향수부터 니치향수까지_ _ 미지의세계 MIJI_fnOD9Wxhvs0.txt,신라면세점 향수 추천! 선물용 향수부터 니치향수까지❣ | 미지의세계 MIJI,https://www.youtube.com/watch?v=fnOD9Wxhvs0,티크 5대의 성,이영 소나 오렌지 나무 한그루 전체의 향을 감각적으로 잠입 제품입니다. 나무의 뿌리부터 잎 싹이 오렌지 의 가유 욕실까지 그 모든 향을 느낄 수 있어요. 상큼하고 시원한 향이 라서 날씨가 따뜻해지면 포성이 자주 가게 된 상태입니다.
신라면세점 향수 추천_ 선물용 향수부터 니치향수까지_ _ 미지의세계 MIJI_fnOD9Wxhvs0.txt,신라면세점 향수 추천! 선물용 향수부터 니치향수까지❣ | 미지의세계 MIJI,https://www.youtube.com/watch?v=fnOD9Wxhvs0,로엘 배 맨 5 2 2 rs,차분한 시트러스 향으로 시작해서 풍성한 1p 향으로 마무리되는 향수에요. 남성 영어로 출시 듣기는 했지만 우주 향을 좋아하시는 여성분들에게도 인기가 많은 향수입니다. 이형수 는 렌지 향을 좋아하시는 여성분들에게도 인기가 많은 향수입니다.
신라면세점 향수 추천_ 선물용 향수부터 니치향수까지_ _ 미지의세계 MIJI_fnOD9Wxhvs0.txt,신라면세점 향수 추천! 선물용 향수부터 니치향수까지❣ | 미지의세계 MIJI,https://www.youtube.com/watch?v=fnOD9Wxhvs0,이름없는 형 소바 일에도 의 언 네임드,오늘 손 이변 없이 향기를 느끼고 자기만의 정식으로 해석하고 자유롭게 느끼길 바라는 마음에서 이렇게 출시가 되었다고 해요.
신라면세점 향수 추천_ 선물용 향수부터 니치향수까지_ _ 미지의세계 MIJI_fnOD9Wxhvs0.txt,신라면세점 향수 추천! 선물용 향수부터 니치향수까지❣ | 미지의세계 MIJI,https://www.youtube.com/watch?v=fnOD9Wxhvs0,한국 쑨 향수,저희는 이형수 에서 웬 질 방금 깨끗하게 급하긴 멋지 호출 친구 냄새가 나더라구요. 그래서 이 향수는 함수 입문자 나 대학생 텐 색이 분들에게 특히 잘 어울릴 것 같아요.
신라면세점 향수 추천_ 선물용 향수부터 니치향수까지_ _ 미지의세계 MIJI_fnOD9Wxhvs0.txt,신라면세점 향수 추천! 선물용 향수부터 니치향수까지❣ | 미지의세계 MIJI,https://www.youtube.com/watch?v=fnOD9Wxhvs0,끌러 에서도 위치 암스 라인,교사는 두세가지 향수를 레이어링 해서 정말 특별한 향을 만들 수 있답니다. 특히 플로럴 계열 향수 들길에 이어링을 하면은 마치 큰 못 사발에 크게 감고 있는 듯한 그런 기분 있으실 거에요.
신라면세점 향수 추천_ 선물용 향수부터 니치향수까지_ _ 미지의세계 MIJI_fnOD9Wxhvs0.txt,신라면세점 향수 추천! 선물용 향수부터 니치향수까지❣ | 미지의세계 MIJI,https://www.youtube.com/watch?v=fnOD9Wxhvs0,박하 우즈 xp,이 향수는 부양 유리 무려 40% 나 되기 때문에 향 지속력이 거의 12시간 정도 돼요. 그리고 향기도 아주 매혹적이고 달콤한 스파이 시장의 나기 때문에 특별한 날이나 기념일을 위한 선물을 찾고 계시는 분들에게 특히 추천을 하고 싶은 제품입니다.
신상 향수 3가지_포카리스웨트 향부터 아쿠아디파르마_ 입생로랑까지__zYWwXmAdWUo.txt,"신상 향수 3가지🔥포카리스웨트 향부터 아쿠아디파르마, 입생로랑까지💙",https://www.youtube.com/watch?v=zYWwXmAdWUo,아쿠아디파르마 루체디 로사,"스파이스 우디 향이 섞인 로즈 향입니다. 루체디 로사는 뭔가 흙밭에 뒷분 장미에 스파이시 향료를 이렇게 툭툭툭툭 뿌린 것 같은 향입니다. 딱 뿌리자마자 새콤한 시트러스 향이랑 블랙 페퍼 핑크 페퍼 카다멈 등의 톡소는 향신 요양이 같이 나는데요. 레몬이나 귤같은 과즙 향과 스파이시함이 거의 비슷한 비율로 느껴져서 너무 시트러스하게 발랄한 느낌도 아니고 너무 스파이시에서 좀 어렵고 다크한 느낌도 아니에요. 프레시하면서도 우아하다 는 인상을 주고요. 메인 양조인 불가리아 로즈 향이 쭉 이어지는데, 베이스노트에 있는 가이아 고드 시더우드 베티버 머스크 이런 향조를 덕분에 확실히 자양을 우디입니다."
신상 향수 3가지_포카리스웨트 향부터 아쿠아디파르마_ 입생로랑까지__zYWwXmAdWUo.txt,"신상 향수 3가지🔥포카리스웨트 향부터 아쿠아디파르마, 입생로랑까지💙",https://www.youtube.com/watch?v=zYWwXmAdWUo,입생로랑 리브르 플라워 앤 플레임,"달콤한 화이트 플라워 향이랑 라벤더 향이 나면서, 잔 양에서는 바닐라와 엠버 그리스의 포근함이 남아요. 스윗한 오렌지 블라섬 자스민 향이랑 중성적이면서도 산뜻한 라벤더 향이 공존하고 있다는 거거든요. 그 라벤더 향이 우리가 생각하는 아로마 오일 같은 그런 자연적인 허브 향은 아닌 거 같아요. 그냥 그 향수 전반에 약간의 중성적인 신선함을 더해주는 역할 딱 그 정도 역할을 하는 라벤더 향이고, 리브르는 향수가 사탕처럼 막 달달해서 먹고 싶어 요런 느낌 아니고 럼 순수하고 꽃밭을 뛰어다니는 여자 향수예요."
신상 향수 3가지_포카리스웨트 향부터 아쿠아디파르마_ 입생로랑까지__zYWwXmAdWUo.txt,"신상 향수 3가지🔥포카리스웨트 향부터 아쿠아디파르마, 입생로랑까지💙",https://www.youtube.com/watch?v=zYWwXmAdWUo,오디 딸리 포지타노,"딱 뿌리면 진짜 새콤한 유자향이 확 나거든요. 그 유자가 찐 과즙 같은 느낌 막 유자 과즙이 이렇게 팍 튀는 그 모습이 연상될만큼 생과일 같다고 느꼈어요. 입에 침이 고일 정도로 새콤한 시트러스 향이랑 패티 그레인의 허보 향까지 더해져서 인공적이지 않은 분명한 신향이 오프닝을 열고요. 저한테는 그저 포카리 스웨트 향이었어요. 청량한데 뭔가 뿌옇고 물 향이랄까요. 그리고 솔티 노트가 있어서 푸른 지중해 바다가 연상되는 마린 바이브 솔티한 워터리 향조도 분명히 느껴지는데, 전반적으로 향이 굉장히 가볍고 깨끗하고 맑아서 시트러스는 마린 계열을 싫어하지 않는다면 크게 호보로 갈리지 않을 향이라고 생각을 했습니다."
심심한 향 말고_ 풍성하고 독특한 향을 원한다면___로렌조 빌로레시 향수 리뷰_4TJC95AH8Zk.txt,"심심한 향 말고, 풍성하고 독특한 향을 원한다면!❤️로렌조 빌로레시 향수 리뷰",https://www.youtube.com/watch?v=4TJC95AH8Zk,페르보리아,"한마디로 표현하자면 얼음처럼 차가운 눈 사이에서 피어나는 꽃의 향기라고 할 수 있는데요. 살짝 녹은 눈이 묻어있는 꽃이 떠오르는 투명한 플로럴 향이기도 하고, 뭔가 깨끗하게 씻고 나왔을 때 나에게 풍겨오는 샴푸향 바디워시한 같기도 합니다. 비 오는 날에 무드와 너무 잘 어울리더라구요. 왜냐면은 이게 약간 촉촉한 느낌이 있는데 그게 막 눅눅하고 어두운 습기가 아니라 되게 촉촉하고 싱그러운 촉촉함이거든요. 신선한 꽃이나 과일들의 물방울이 연상되는 향기라서 데일리 향수로도 너무 좋지만 빛뿌양으로도 굉장히 추천을 합니다."
심심한 향 말고_ 풍성하고 독특한 향을 원한다면___로렌조 빌로레시 향수 리뷰_4TJC95AH8Zk.txt,"심심한 향 말고, 풍성하고 독특한 향을 원한다면!❤️로렌조 빌로레시 향수 리뷰",https://www.youtube.com/watch?v=4TJC95AH8Zk,썬드 내주,정말 예쁘고 귀족적인 여자가 화장대에 앉아가지고 곱게 외출 준비를 하고 있는 모습이 떠오르는 그런 파우더리한 향이에요. 아주 입자가 곧 뽀얀 파우더랑 잘 정제된 장미 그리고 일랑일랑 꽃향기가 만났고요. 잔향에서는 포근한 헬리오트로프랑 머스크향에 남아서 FW 시즌에 특히 잘 어울리 향이라고 생각을 했습니다.
심심한 향 말고_ 풍성하고 독특한 향을 원한다면___로렌조 빌로레시 향수 리뷰_4TJC95AH8Zk.txt,"심심한 향 말고, 풍성하고 독특한 향을 원한다면!❤️로렌조 빌로레시 향수 리뷰",https://www.youtube.com/watch?v=4TJC95AH8Zk,예르밤 메이트,"그린하고 프레쉬한 향이에요. 온갖 풀과 허브노트들이 다 들어가 있는듯한 비주얼을 볼 수 있거든요. 이걸 뿌리면 마치 얘가 저한테 너 풀향 좋아해 그럼 내가 니가 상상할 수 있는 모든 초록초록한 식물들 전부 선물해줄게라고 말을 거는듯한 기분이 들어요. 풀과 건초의 향기, 무수한 식물과 다양한 작은 꽃들 바람에 날리는 향기로운 허브와 들판 그리고 따스한 햇볕이 이 향수 안에 다 담긴 것 같습니다."
심심한 향 말고_ 풍성하고 독특한 향을 원한다면___로렌조 빌로레시 향수 리뷰_4TJC95AH8Zk.txt,"심심한 향 말고, 풍성하고 독특한 향을 원한다면!❤️로렌조 빌로레시 향수 리뷰",https://www.youtube.com/watch?v=4TJC95AH8Zk,알라무트,"묵직한 샌달우드 향을 기반으로 장미, 추베로즈, 자스민 등의 아주 다양한 꽃향기가 파우더리하게 더해졌고요. 앰버와 파출리를 비롯한 이국적인 향신료향이 가득 느껴집니다. 뿌리면 마치 제가 막 신비로운 아라비안 나이트 이야기 속으로 들어간듯한 기분이 들더라고요."
심심한 향 말고_ 풍성하고 독특한 향을 원한다면___로렌조 빌로레시 향수 리뷰_4TJC95AH8Zk.txt,"심심한 향 말고, 풍성하고 독특한 향을 원한다면!❤️로렌조 빌로레시 향수 리뷰",https://www.youtube.com/watch?v=4TJC95AH8Zk,트로피카나,"달달한 열대과일향이 나는 발랄한 이미지 향기입니다. 뿌리자마자 파인애플이랑 복숭아 그리고 망고 시럽이 떠올랐어요. 메론, 패션프루츠, 코코넛 등 각종 10대 과일향들이 더 다채롭게 느껴지고요. 향을 맡는 것만으로도 입에 막 침이 고이는듯한 캔디처럼 생긴 넘치는 향이기 때문에 마치 휴양지에서 열대과일이랑 주스들을 즐기고 있는듯한 그런 기분을 느낄 수 있는 향기입니다."
심심한 향 말고_ 풍성하고 독특한 향을 원한다면___로렌조 빌로레시 향수 리뷰_4TJC95AH8Zk.txt,"심심한 향 말고, 풍성하고 독특한 향을 원한다면!❤️로렌조 빌로레시 향수 리뷰",https://www.youtube.com/watch?v=4TJC95AH8Zk,아트만 자만,"타바코가 메인이고 베이스에 바닐라가 있기는 하지만, 크리미한 달달함은 거의 잘 안 느껴져요. 이건 어떤 느낌이냐면, 되게 건조한 사막에서 약간 씁쓸한 약초들로 시간을 만들고 있을 때 날 법한 향기로 느껴졌어요. 뭔가 흔하게 볼 수 없는 마법의 식물 꽃 이런 것들로 직접 이렇게 말아 피는 시가 같은 거를 제조하고 있는 기분이 드는 향이고요."
아무데서나 못 사는 샤넬 향수__1957 레 젝스클루시프 드 샤넬_9CL6KC-7eVw.txt,아무데서나 못 사는 샤넬 향수✨️1957 레 젝스클루시프 드 샤넬,https://www.youtube.com/watch?v=9CL6KC-7eVw,샤넬 1957,"프랑스의 우아함이랑 미국 강성이 섞인 듯한 향을 가지고 있습니다. 현대적이고 쉬운 편에 속하는 향으로, 샤넬 특유의 파우더리 향이 뭉근한 비누처럼 떠오릅니다. 부드럽게 청량 음료의 느낌이 나고, 핑크백 파랑 베르가모 쪽 번에 처음부터 약간 톡쏘는 느낌이 있습니다. 전체적으로 은은하고 깨끗한 화이트 머스크 향이 나며, 샤넬이 사랑하는 새하얀 진주처럼 정교하게 다듬어진 살 냄새입니다. 중성적인 향으로, 남녀 공용으로 사용할 수 있으며, 고급스러운 느낌이 특징입니다."
아틀리에 코롱 한국 철수에 대한 이야기_mmt7jatS65c.txt,아틀리에 코롱 한국 철수에 대한 이야기,https://www.youtube.com/watch?v=mmt7jatS65c,아뜰리에 코롱,"가볍고 부담없는 시트러스 향기들이 한국인들이 좋아하는 은은하고 웨어러블한 느낌을 주며, 상큼하고 발랄한 느낌이 있다. 시트러스 계열의 향수는 어떤 하우스에서 만들어도 웬만하면 다 웨어러블하고, 이 브랜드의 시트러스 향수들은 특히 잘 만들었다는 느낌이 든다. 그러나 시트러스 향수는 지속력이 약하다는 선입견도 있다. 아뜰리에 코롱은 시트러스 향수의 숙명이라고 할 수 있는 약한 퍼포먼스라는 꼬리표가 늘 따라다닌다."
아틀리에 코롱 한국 철수에 대한 이야기_mmt7jatS65c.txt,아틀리에 코롱 한국 철수에 대한 이야기,https://www.youtube.com/watch?v=mmt7jatS65c,로즈 아노님,"우드라는 묵직하고 꼬리 탈 수 있는 향을 메인으로 사용하고, 중성적인 로즈향과 잘 조합하여 꽤나 트렌디하고 어렵지 않은 플로럴 우디 향을 완성했다."
아틀리에 코롱 한국 철수에 대한 이야기_mmt7jatS65c.txt,아틀리에 코롱 한국 철수에 대한 이야기,https://www.youtube.com/watch?v=mmt7jatS65c,상탈 카르 망,우디와 바닐라의 조합이지만 끈적거리는 느낌 없이 깔끔하다는 인상을 주는 향수이다.
아틀리에 코롱 한국 철수에 대한 이야기_mmt7jatS65c.txt,아틀리에 코롱 한국 철수에 대한 이야기,https://www.youtube.com/watch?v=mmt7jatS65c,앙상 셀레스테,뭔가 트렌디한 편집샵에 딱 들어간듯한 그런 인센스 향이 참 매력적이다.
없어서 못사는 한정판 향수_불리1803 발팽송의 목욕하는 여인_밀로의 비너스 리뷰 _ 미지의세계 MIJI_2lGo3cyTbAo.txt,없어서 못사는 한정판 향수🏛불리1803 발팽송의 목욕하는 여인&밀로의 비너스 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=2lGo3cyTbAo,목욕하는 여행,이 향수는 냉각하는 목욕하기 수증기 향은 바디 판타지의 피워서 같은 향인데 아 근데 그럴 여기는 분리의 이미지라고 안어울려요. 아 그렇다면 4차 나랴 노벨과 프리지아 같은 그런 향을 낼 리가 없지 를 아 그렇다면 4차 나랴 노벨과 프리지아 같은 향인가 아냐. 엄마 플레이 제안은 수정이 같은 촉촉함이 없어. 그래서 결국 제가 내린 걸리는 9 역할에 여행에서는 자연스럽고 깨끗한 향입니다. 정말 몸에 개피 누치 이런거를 물로 씻어 낼 때의 그 뽀얀 비눗물이 있잖아요. 그렇기는 물에서 날꺼 같은 향이에요. 이향이 은은하고 깨끗해서 이향 할당.
없어서 못사는 한정판 향수_불리1803 발팽송의 목욕하는 여인_밀로의 비너스 리뷰 _ 미지의세계 MIJI_2lGo3cyTbAo.txt,없어서 못사는 한정판 향수🏛불리1803 발팽송의 목욕하는 여인&밀로의 비너스 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=2lGo3cyTbAo,밀로의 비너스,이 유로의 비너스는 요아 뿌리자 마자 꽃향기. 처음부터 끝까지 우유처럼 부드러운 이미지가 강한 데다가 달달한 향수인데요. 그 달 사람이 설탕이나 과일 같은 달달함이 아니라서 뭐 길이오 요 냄새가 땋아 라는 생각을 한 것 같아요. 근데 실제 라는 이 향수의 밤 귤과 같은 화일 영조가 사용이 됐다고 합니다. 파우더리한 플로럴 향의 지배적 이었죠. 이게 막 사내처럼 때는 아닌데요 전반적으로 5 않고 고전적인 이미지가 있어요. 그리고 향한 맞자 맞아 아 이거 발달하고 파우더리한 코창 기양 향 좋은. 가을 겨울에 되게 잘 어울리는 형이 기도하고 지속과 쌀 역도 무난한 편이었습니다.
여돌 향기 손민수하기_톰포드 로즈프릭_아쿠아디파르마 로사노빌레_불리1803 멕시크 튜베로즈 _ft_제니_티파니_나연_ _ 미지의세계 MIJI_hiBQHhBZ6BE.txt,"여돌 향기 손민수하기🤭톰포드 로즈프릭/아쿠아디파르마 로사노빌레/불리1803 멕시크 튜베로즈 (ft.제니,티파니,나연) | 미지의세계 MIJI",https://www.youtube.com/watch?v=hiBQHhBZ6BE,Acqua di Parma Rosa Nobile,"뿌리자마자 프레시한 장미향이 확 퍼져요. 완전 생장미향은 아닌데, 너무 인공적인 장미도 아니었어요. '신선하고 좋은 장미를 가공해서 향수로 만들었구나~'싶은 느낌. '아~되게 이쁜 장미향이다.'라는 생각이 들었고, '뭐 그렇게 특별한 향은 아니네', '내가 예상했던 그 웨어러블한 장미향이네'라는 생각도 들더라구요. 물에 담가놓은 장미 몇 송이의 장미 꽃잎만 떼다가 향수로 만든 느낌? 장미의 줄기라던가 잎 같은 건 안 들어가고, 꽃잎만 들어간 장미 향수 같아요. 풀냄새 같은 건 안 나고, 딱 은은한 장미꽃 향이 처음부터 끝까지 쭉 지속됩니다. 전반적으로, 되게 밝고 러블리한 꽃향기라서, 딱 티파니랑 너무 잘 어울리는 향이에요."
여돌 향기 손민수하기_톰포드 로즈프릭_아쿠아디파르마 로사노빌레_불리1803 멕시크 튜베로즈 _ft_제니_티파니_나연_ _ 미지의세계 MIJI_hiBQHhBZ6BE.txt,"여돌 향기 손민수하기🤭톰포드 로즈프릭/아쿠아디파르마 로사노빌레/불리1803 멕시크 튜베로즈 (ft.제니,티파니,나연) | 미지의세계 MIJI",https://www.youtube.com/watch?v=hiBQHhBZ6BE,TOM FORD Rose Prick,"첫향을 딱 뿌렸을 때는 되게 매웠어요. 스파이시한 향신료 냄새가 확 납니다. 장미향이라고 생각을 안 할 수도 있을 것 같아요. 장미향이 조금씩 올라오는데, '장미 딱 한 송이만 넣은 거 아닐까?'라는 생각을 했을 정도로, 장미향이 많이 느껴지진 않았어요. 장미향보다는, 패츌리향이 크게 느껴졌습니다. 특히 잔향으로 갈수록 달콤한 패츌리향이 극대화돼요. 이 씁쓸하고, 매캐하고, 톡 쏘는 꽃향기에 중독됩니다. 그래서 정말 존재감이 확실하고, 개성 있는 향수라는 생각이 들었어요."
여돌 향기 손민수하기_톰포드 로즈프릭_아쿠아디파르마 로사노빌레_불리1803 멕시크 튜베로즈 _ft_제니_티파니_나연_ _ 미지의세계 MIJI_hiBQHhBZ6BE.txt,"여돌 향기 손민수하기🤭톰포드 로즈프릭/아쿠아디파르마 로사노빌레/불리1803 멕시크 튜베로즈 (ft.제니,티파니,나연) | 미지의세계 MIJI",https://www.youtube.com/watch?v=hiBQHhBZ6BE,Buly 1803 Will Antique Mexique Tuberose,"튜베로즈 꽃향기와 달콤한 바닐라향이 함께 어우러진 향이에요. 튜베로즈향은 약간 고급 티슈 냄새 혹은 향기가 풍성한 흰 꽃 냄새처럼 느껴질 수 있는 향기거든요. 전반적으로 아주 포근하고 부드러운 향입니다. 왜 막, 우리가 되게 촉감 좋은 퍼 재킷 같은 거 입거나 부드러운 담요 같은 거 덮으면 계속 그걸 멍하게 만지게 돼잖아요. 이것도 그래요. 되게 촉감 좋고 부들부들하고~ 달달한 바닐라 냄새나고~ 그래서 딱 하루 일과 끝내고. 씻고 이거 바르고 쉬고 싶은 그런 향이에요."
여러 의미로 대단한 향수들_근본충___에게 추천해줬어요_cGBepOvesRE.txt,여러 의미로 대단한 향수들🙊근본충(?)에게 추천해줬어요,https://www.youtube.com/watch?v=cGBepOvesRE,겔랑의 르스크 스트로블랑,"정말 깨끗한 향이라서 다 화이트로 맞췄습니다. 큐어하고 뽀얀 머스크인데 국물적인 꼬릿한 머스크는 전혀 안 느껴지고, 여러분이 생각하는 화이트 머스크가 이렇게 맑을 수 있다고 재밌다 이런 생각이 들거든요. 너무 맑고 고소하거든요. 우유 비누를 이렇게 밖에 손 씻는 거 같다는 생각도 들긴 했어요. 견과류의 고소함 말고 곡물류의 같은 그런 느낌 되게 파우더리하고, 빽빽한 머스크향은 아니에요. 공간감이 좀 느껴지는 약간 워터리하다고도 생각할 수 있는 그런 향이에요."
여러 의미로 대단한 향수들_근본충___에게 추천해줬어요_cGBepOvesRE.txt,여러 의미로 대단한 향수들🙊근본충(?)에게 추천해줬어요,https://www.youtube.com/watch?v=cGBepOvesRE,베티버앤 아이리스,"신사적인 느낌이 들고, 남자분들이 많이 가는 힙한 편집샵의 이미지가 그려지기도 했어요. 이건 쉐이빙크랑 전혀 그런 민티한 느낌은 아니고, 바버샵 자주 가는 남자들 이런 느낌이 진짜 있다. 향수의 조합이 신사적이고 스타일리시한데, 깔끔함과 클래식함이 있는 향입니다."
여러 의미로 대단한 향수들_근본충___에게 추천해줬어요_cGBepOvesRE.txt,여러 의미로 대단한 향수들🙊근본충(?)에게 추천해줬어요,https://www.youtube.com/watch?v=cGBepOvesRE,에따리부를 노란주,"인간의 몸에서 나오는 그 분비물들을 향수화한 거예요. 향이 정말 독특하고 실험적이어서 침이라던가 피땀, 그런 것들이 떠오르는 향입니다. 진짜로 기분 나쁘고 역겹다고 느낄 수도 있지만, 그런 느낌이 전혀 아닌 것도 아닌 게, 그 자리에서 이게 쏟아져 나온 것 같은 느낌이 드는 향이에요."
여름 데일리룩에 찰떡_과즙미 가득한 향수 3가지 추천_SRn8DLtHAus.txt,여름 데일리룩에 찰떡💓과즙미 가득한 향수 3가지 추천,https://www.youtube.com/watch?v=SRn8DLtHAus,퍼퓸드 발리의 밸리,"샤인머스켓으로 만든 샴푸 향기 같은 향수입니다. 청포도향으로 인기가 있는 제품인데, 실제로는 라즈베리 블랙커런트 같은 베리류의 과일들이 포함되어 있는 향수입니다. 향을 맡아보면 백화점 식품관에서 파는 비싼 샤인머스켓 같은 향기가 납니다. 청순한 로즈향이랑 백합향기도 같이 나와서, 인공적이거나 저렴한 느낌이 아니라 부잣집에서 기른 꽃들과 샤인머스켓을 소프트한 액체로 녹여낸 느낌입니다."
여름 데일리룩에 찰떡_과즙미 가득한 향수 3가지 추천_SRn8DLtHAus.txt,여름 데일리룩에 찰떡💓과즙미 가득한 향수 3가지 추천,https://www.youtube.com/watch?v=SRn8DLtHAus,주식구들을 비바라주시 핑크,"수박 유자 딸기 바 느낌이에요. 뿌리자마자 새콤한 유자향이랑 수박 냄새가 은은한 연꽃향기랑 섞여서 나고, 새콤달콤한 딸기향이랑 물기 어린 수박향이 많이 느껴집니다. 핑크색의 샤베트 같은 간식이 떠오르는 오프닝이고, 시간이 지나면 여름 분위기가 있는 플로럴 향이 많이 느껴집니다. 잔향은 달달하고 귀여운 바닐라 향으로 마무리가 됩니다."
여름 데일리룩에 찰떡_과즙미 가득한 향수 3가지 추천_SRn8DLtHAus.txt,여름 데일리룩에 찰떡💓과즙미 가득한 향수 3가지 추천,https://www.youtube.com/watch?v=SRn8DLtHAus,더 머천트 오브 베이스의 교크로,"복숭아 차 향이라고 할 수 있습니다. 뿌리자마자 녹차향이 은은하게 나고, 복숭아나 살구 냄새 같은 여러 가지 과일 향기들도 같이 나옵니다. 크리미한 튜베로즈 꽃 향기랑 샌달우드 향도 섞여 있어서, 마일드하고 정적인 느낌입니다. 통통 튀는 과일 향이나 상큼함을 별로 선호하지 않는 분들에게 적절할 것 같아요."
여름 향수 맛집_ 록시땅의 신상 향 _제라늄 버베나_ 리뷰__kZpjI2i1TGk.txt,여름 향수 맛집! 록시땅의 신상 향 ‘제라늄 버베나’ 리뷰🍋,https://www.youtube.com/watch?v=kZpjI2i1TGk,버베나 제라늄,상큼한 레몬 향에 편안한 제라늄 꽃향기가 더해져서 마치 여름날 낮잠을 자면서 달콤한 꿈을 꾸는듯한 기분을 들게 해 줘요. 은은한 시트러스 양으로 시작해서 허벌라 우디향으로 이어지기 때문에 무더위에 지친 마음을 달래줍니다. 버베나는 버베나 레몬향의 자몽의 프루티함과 약간의 우디가 터치된 향 그리고 제라늄 허브향에 더해진 레몬 허브 꽃 향이라고 비교할 수 있습니다. 이렇게 산뜻한 보호막이 생기는 기분이 드는 이 제라늄 버베가 제일 손이 많이 가고 있답니다.
