영상제목,URL,향수_이름,향수_name,향수_notes,향수_설명
중성적인 향의 요즘 신상 향수들🔥 아쿠아 디 파르마 만다리노 디 시칠리아/엑스니힐로 블루 탈리스만/에따 리브르 도랑쥬 클린 스웨이드,https://www.youtube.com/watch?v=cJZHjNlweSI,에따리브르도랑주 클린 스웨이드,,,"탑 노트에는 알다 아이드랑 레몬이 있어서 처음에 딱 뿌렸을 때는 깨끗한 비누향처럼 느껴지는데요, 어딘가 좀 밀키 해서 우유 비누가 떠오르더라고요. 그런 순수한 느낌의 향을 시작하는데, 그와 함께 소나무, 편백나무, 자작나무 같은 우디향이 확 퍼집니다. 광활한 숲이 떠오르는 우디 향이라고 할 수 있는데, 그리너리 하진 않고 좀 다크하고 관능적인 무드입니다. 베이스노트에 바닐라, 앰버, 스웨드 향조가 덕분에 잔향이 크리미한 스웨드 향으로 남더라고요."
"지금부터 한겨울까지 쭉-잘 쓸 향수들! 스타일별 추천❤️바이레도, 퍼퓸드말리, 르 오케스트르 퍼퓸, 롤리타렘피카",https://www.youtube.com/watch?v=5XmjjevgGZY,퍼 thes 드 말리의 오리아나,,,"오렌지 꽃으로 만든 핑크색 머랭 쿠키 향이라고 하고 싶습니다. 달달한 향인데요, 우리가 그 머랭 쿠키를 딱 먹으면은 식감이 뭔가 바삭바삭하면서도 사르르 녹는 스윗함이 입안에 가득 퍼지지 않습니까? 딱 그런 느낌으로 표현된 구어망드 향이에요. 처음에 뿌렸을 때는 상큼하고 스파클링한 시트러스향이 확 느껴지는데, 오렌지나 귤 같은 상큼한 과일향의 색이 꽤 분명하게 느껴집니다. 그래서 이 향수가 발랄하고 러블리한 이미지를 연출해 주나 봐요. 시간이 조금 지나면 오렌지 꽃의 플로르 향이 폴폴 나고, 마시멜로와 생크림 향이 부드럽게 퍼집니다. 간식 같은 향 좋아하시는 분들에게 너무 추천하고 싶은 진짜 매력적인 향이고, 정말 사랑스러운 무드가 느껴져서 참 좋습니다."
"지금부터 한겨울까지 쭉-잘 쓸 향수들! 스타일별 추천❤️바이레도, 퍼퓸드말리, 르 오케스트르 퍼퓸, 롤리타렘피카",https://www.youtube.com/watch?v=5XmjjevgGZY,바이레도의 영로드,,,"레몬 사탕 먹으면서 장미고 들고 있는 기분이라고 할 수 있겠습니다. 딱 뿌리자마자 새콤달콤한 레몬사탕 향이 나는데, 레몬 향조가 아예 표기가 되어 있지 않더라고요. 탑노트에 시추한 페퍼가 포함되어 있는데, 그게 쵸피 혹은 제피라 부르는 향신료인데, 저는 그 재피를 어릴 때부터 추어탕 먹을 때 꼭 팍팍 뿌려 먹고는 했어요. 그래서 그 제 피의 향을 확실하게 알고 있습니다. 톡소는 향신료 냄새가 나는게 시추한 페퍼인데, 영로드 향은 그냥 턱선을 레몬향이 느껴지기 때문에 평소에 페퍼 스파이시 이런 계열을 어려워하셨던 분들이라도 충분히 잘 쓸 수 있는 향입니다. 장미향도 촉촉하고 깨끗한 장미수 같은 느낌이에요. 너무 달거나 이국적이거나 그런 장미향이 아니고 쉽고 맑은 장미향으로 느껴집니다."
"지금부터 한겨울까지 쭉-잘 쓸 향수들! 스타일별 추천❤️바이레도, 퍼퓸드말리, 르 오케스트르 퍼퓸, 롤리타렘피카",https://www.youtube.com/watch?v=5XmjjevgGZY,르 오케스트라 피아노 상탈,,,"차분한 우디향을 좀 좋아하는데, 이게 딱 그런 바이브를 담은 향이라서 마음에 들었고, 피아노에서 특유의 나무향이 은은하게 나오는 거 아시죠? 그런 피아노 향도 담고 있어요. 샌다 그드 특유에 포근하고 밀키하게 날을 감싸 주는 느낌도 받을 수 있는 향이라서, 분위기 있으면서도 달지 않고 우디향을 좋아하시는 분에게 추천합니다. 머스크향이 약간 동물적인 살냄새로 다가오고, 약간 시한하고 이국적인 큐민 향도 느껴지거든요."
"지금부터 한겨울까지 쭉-잘 쓸 향수들! 스타일별 추천❤️바이레도, 퍼퓸드말리, 르 오케스트르 퍼퓸, 롤리타렘피카",https://www.youtube.com/watch?v=5XmjjevgGZY,롤리타 피카의 르 퍼 PE,,,"겨울에 최적화된 웜하고 딥한 바이올렛 아이리스 꽃향기가 파우더리하게 훅 퍼지고, 달달한 과량 나는데요. 그 과량이 되게 독특하고 독보적이에요. 뭔가 사과랑 체리를 시나몬 시럽에 푹 절린 다음에 감초를 가득가득 뿌린 느낌으로, 롤리타 피카에서 만날 수 있는 프루티 플러 향이고, 베이스노트의 화이트 머스크 향이랑 통카빈 향까지 제대로 겨울 향수 느낌입니다. 할로윈 시즌의 찬바람 살짝 어둡지만 신비로운 느낌을 가지고 있는 향수입니다."
지속력&달달함 갑!👑메종 프란시스 커정 바카라 루쥬 540 EDP 향수 리뷰 + 오드퍼퓸/엑스뜨레/클라우드 비교 | 미지의세계 MIJI,https://www.youtube.com/watch?v=27NtW0xlhug,마카 루즈 파이 ot 4p,,,"흑 달콤한 요구르트 향이 나는 향수에요. 냉장고에 있던 요구르트를 시원하게 마시는 느낌이라기보다는 끝단 뜨다 온돌 바닥에 방치해둔 요구를 마시는 느낌이에요. 뭔가 열이 가해진 요런 느낌이랄까요. 그래, 그리고 거기엔 좀 프란시스코 특유의 메탈릭한 치과 냄새 같은 게 같이 나요. 이 박하 오즈는 측간 냄새가 지배적인 형수는 아니에요. 이 바카라 우주는 그렇게 메탈릭한 향이 많이 느껴지지는 않아서 무난한 향이라고 할 수 있습니다. 이정도면 대중과 매니아가 다 좋아할 법한 그런 향이라고 생각해요. 개인적으로 이렇게 온도 짓고 중성적인 단 향을 좋아하는 편이고, 이 박하 로즈의 메탈 이션 느낌도 매력적이라고 생각합니다. 유치하거나 답답한 향으로 여겨질 수 있는데 이 센스 덕분에 박하 오즈가 수가 느끼하지 않고 세련된 이미지를 되고 있다고 생각을 합니다. 또한 남녀 모두 사용하게 유니섹스 향이기도 하고요. 이 박하 로즈가 지속력이 진짜 좋아요. 귀성형 학생님 좋은 향수라고 하면 제일 먼저 떠오르는 향수 중에 하나입니다. 그리고 향을 오드퍼퓸과 엑스트렉 둘 다 거의 비슷하긴 한데, 개인적으로 엑스트렉이 달콤이 더 묵직하게 느껴 좋고, 오드 퍼퓸은 엑스트렉보다 살짝 더 새콤하다고 느껴졌습니다. 그리고 또 박하 우즈라 향이 비슷한 향수가 아리아나 그란데 클라우드인데, 도바 카오루 즈가 요구르트라면 클라우드는 생크림 같다는 생각을 하기도 했구요. 클라우드가 쪽 영안 느낌이라면 박하 라우즈는 어른의 달콤함을 쓰실 내 이런 이미지가 있죠. 클라우드와 박하 우즈 두 제품 다 각자의 매력이 있으면서도 발만 구석이 많아서 저는 둘 다 너무 좋아하고 즐길 쓰고 있는 향수에요. 진한 달콤함을 좋아하시고 문제가 미 큰 형수를 뽐내고 싶으시다면 풀 오늘 진한 달콤함을 좋아하시고 문제가 미 큰 형수를 뽐내고 싶으시다면 풀 오늘 제가 소개해드린 향수 시험해 보시는 걸 추천 드립니다."
직장인 향수 추천🌿크리드 실버 마운틴 워터/르라보 베르가못22/디올 자도르/딥티크 34번가 생제르망 | 미지의세계 MIJI,https://www.youtube.com/watch?v=RS93jpJXutw,크리드 실버 마운틴 워터,,,"흰눈이 쌓여 있는 알프스 산맥의 청한 느낌을 표현하고자 한 형태입니다. 이 영수를 다 뿌리면 시원한 느낌을 받으실 수 있을 거에요. 진짜 알프스 산맥의 자연친화적인 느낌은 아니었습니다. 에어컨의 투 로드 어떻게 객실에 문을 딱 열고 들어갔을 때 날 것 같은 물로 느껴졌습니다. 분명히 쾌적하고 시원한 향인데, 자연에서 날 것 같은 향이 아니라 도시적이고 세련된 이미지의 향입니다. 미제 노트에는 그린티 양소가 포함되어 있는데 녹차의 느낌은 받지 못했습니다. 음료로 비유를 하자면, 포카리스웨트 보다는 좀 더 밍밍하고 맛 없었던 느낌입니다. 메탈리카 센 섀도가 살짝 나고, 마치 알루미늄 캔에서 시원한 이온음료를 마시고 있는 듯한 기분이 듭니다. 전반적으로 청한 향이 강하긴 하지만 묘하게 포근한 느낌도 있습니다."
직장인 향수 추천🌿크리드 실버 마운틴 워터/르라보 베르가못22/디올 자도르/딥티크 34번가 생제르망 | 미지의세계 MIJI,https://www.youtube.com/watch?v=RS93jpJXutw,류 접어 에 베르가모,,,"달콤하면서도 씁쓸한 자몽 향과 나무의 냄새, 그리고 잎사귀의 냄새까지 생생하게 느껴져서 마치 나무에서 직접 자몽을 수확하고 있는 듯한 기분을 느끼실 수 있습니다. 바자 호불호가 갈리지 않을 것 같고, 나이나 성별에 구애받지 않고 누구나 뿌리기 좋은 향수입니다."
직장인 향수 추천🌿크리드 실버 마운틴 워터/르라보 베르가못22/디올 자도르/딥티크 34번가 생제르망 | 미지의세계 MIJI,https://www.youtube.com/watch?v=RS93jpJXutw,디올 자도르,,,"복숭아 냄새와 매그놀리아 꽃 향기가 필두로 한 차분한 프루티 플로럴 향입니다. 시간이 조금 지나면 아주 익숙한 5일 시너 냄새가 나고, 고급스럽고 청순한 피는 향기를 예상하시면 될 것 같습니다. 누구나 한 번쯤은 맡아 본 것 같은 익숙한 향수 냄새가 나고, 회사 생활을 하는 직장인 분들에게 꽤나 잘 어울리는 형성입니다."
직장인 향수 추천🌿크리드 실버 마운틴 워터/르라보 베르가못22/디올 자도르/딥티크 34번가 생제르망 | 미지의세계 MIJI,https://www.youtube.com/watch?v=RS93jpJXutw,집 티크 34 건강 생제르망,,,"스파이시 오디 시트러스 플로럴 등의 다양한 향이 한꺼번에 나고, 여러가지 향기가 한꺼번에 느껴집니다. 뿌리자 마자 아주 이국적인 고창 기와 찐한 냄새가 나며, 절에서 피운 향이 폭력행위 연기를 내면서 타고 있을 때 날 것 같은 매캐한 문제가 같이 느껴집니다. 평소에 스파이시나 우디 향을 즐겨 사용하셨던 분들에게 권해드리고 싶은 향수입니다."
진심200%..🥰취향저격 가을/겨울 향수 추천,https://www.youtube.com/watch?v=ytgTFWrFa7M,킬리안 엔젤스 쉐어,,,"중독성 있고 섹시한 향이 하루 종일 지속되며, 섹스 앤 더 시티의 여주인공이 떠오르는 향입니다. 달달한 향이 시크하고 중성적인 느낌을 주며, 부드러우면서도 퇴폐미가 느껴지는 향입니다."
진심200%..🥰취향저격 가을/겨울 향수 추천,https://www.youtube.com/watch?v=ytgTFWrFa7M,세드르디앙,,,"나무로 지어진 어둑어둑한 교회나 성당에 들어간 듯한 기분이 드는 향입니다. 스파이시 우디향이 지배적이며, 순수하고 아이 같은 면을 표현하는 달콤한 향도 느껴집니다. 약한 쌉싸래한 오렌지 블라썸 향과 바닐라 향이 곁들여져 있으며, 깊고 어두운 우디 향이 따뜻한 침선함을 연출합니다."
진심200%..🥰취향저격 가을/겨울 향수 추천,https://www.youtube.com/watch?v=ytgTFWrFa7M,줄리테즈어건의 써니사이드업,,,"햇빛으로 뜨거워진 피부에 계란 후라이를 붙이는 재미난 상상을 떠올리게 하는 향입니다. 바닐라와 코코넛 밀크가 조화를 이루며, 코지하고 행복한 느낌을 줍니다. 스무스한 향이 나지만 의외로 많이 달지 않으며, 잔향은 살냄새처럼 자연스럽게 남습니다."
진심200%..🥰취향저격 가을/겨울 향수 추천,https://www.youtube.com/watch?v=ytgTFWrFa7M,퍼퓸드 말리의 헤롯,,,"진한 위스키의 중후한 향이 스파이시한 시나몬과 함께 느껴지며, 메이플 시럽 같은 달큰한 향이 담배 냄새와 함께 풍겨옵니다. 잔향에서는 깊은 바닐라 향과 묵직한 우디향이 느껴지며, 강한 존재감과 중독성 있는 섹시함을 가진 향입니다."
진심200%..🥰취향저격 가을/겨울 향수 추천,https://www.youtube.com/watch?v=ytgTFWrFa7M,만세라의 로얄 바닐라,,,"정말 로열한 느낌의 바닐라향과 퇴폐적인 느낌이 가득한 향수입니다. 부자처럼 가진 것 많은 사람의 향기와도 같으며, 관능적이고 비싸 보이는 바닐라 향이 장미와 바이올렛 같은 플로럴 향과 섞여 있습니다. 여기서의 패출리 향은 담배 냄새처럼 느껴지며, 시간이 갈수록 부드러운 플로럴 향으로 남습니다."
진심200%..🥰취향저격 가을/겨울 향수 추천,https://www.youtube.com/watch?v=ytgTFWrFa7M,케이트 스페이드의 스파크,,,"스파클링한 칵테일이나 샴페인을 연상시키는 핑크페퍼와 블랙커런트향으로 시작하며, 미들 노트에서 풍성한 작약꽃 향기가 느껴집니다. 베이스 노트에서는 크림브륄레 향이 은근하게 다가오며, 화사함과 달콤함을 느낄 수 있습니다."
진짜 좋은데 절대 흔하지 않은💚 봄-여름 향수들! 리퀴드 퍼퓸바 남녀공용 향수 추천,https://www.youtube.com/watch?v=-RuJUv9RVSU,썸서커,,,뽀송 달콤하면서도 너무 뻔하지 않은 개성이 있는 향을 원했는데 이게 딱 그 스타일이에요. 뿌리고 나서 시간이 좀 지나면은 체리 향도 나요. 새빨간 작은 체리를 하나 톡 얹은 모습이 생각날 무렵에 달콤 스스랑 아몬드 향도 살짝 느껴집니다. 잔향에서 우디한 캔들을 켜 놓은 것 같은 포그가 은은하게 남아요. 처음에 딱 맡았을 때는 어 이거 되게 달콤 포구나 섬유 위원제 향 같다 정도로만 생각을 했거든요. 근데 시간이 지날수록 와 이거 진짜 독특한 향이다.
진짜 좋은데 절대 흔하지 않은💚 봄-여름 향수들! 리퀴드 퍼퓸바 남녀공용 향수 추천,https://www.youtube.com/watch?v=-RuJUv9RVSU,퍼시픽 랑무스,,,상큼한 시트러스 향으로 시작을 해서 바위와 풀들이 많은 바다에서 날법한 향으로 이어져요. 살짝 솔티한 아쿠 향이 확 퍼지는데 아로마틱한 세이지 향이랑 산뜻한 레몬 향 그리고 시더우드 향이 섞여서 청량한 바이브를 주는 스타일이에요. 뿌릴 때마다 기분 전환을 해 주는 향수예요.
진짜 좋은데 절대 흔하지 않은💚 봄-여름 향수들! 리퀴드 퍼퓸바 남녀공용 향수 추천,https://www.youtube.com/watch?v=-RuJUv9RVSU,프라 170,,,딱 뿌리자마자 파인애플 향이 확 나거든요. 호텔에 있는 바에서 파인애플로 만드는 칵테일을 마시고 있는 기분이 들 정도로 굉장히 프루티한 오프닝인데 어른스러운 파인애플 향과 오렌지와 플럼을 비롯한 여러 과일향 그리고 스파이시 향이 어우러집니다. 잔향에서 달달한 꿀과 바닐라 그리고 우디향이 남고요. 복잡하지 않고 조화로워요.
진짜 좋은데 절대 흔하지 않은💚 봄-여름 향수들! 리퀴드 퍼퓸바 남녀공용 향수 추천,https://www.youtube.com/watch?v=-RuJUv9RVSU,베로니크 가바이 베르 데지르,,,이거는 민트가 메인인 향인데요. 되게 부드럽게 잘 정재된 민트향이 여러 가지 풀 허브와 함께 느껴져요. 청결하고 깔끔한 향으로 느껴져서요. 이거를 뿌릴 때마다 마치 리조트로 휴가를 가 가지고 깨끗하고 개운하게 샤워하고 초록빛 정원에 누워서 논알코올 모이를 딱 마시는 느낌이 들더라고요.
진짜 좋은데 절대 흔하지 않은💚 봄-여름 향수들! 리퀴드 퍼퓸바 남녀공용 향수 추천,https://www.youtube.com/watch?v=-RuJUv9RVSU,글라스 블룸,,,향은 유리 꽃잎 같은 향이라고 할 수 있습니다. 유리처럼 깨끗하고 투명하고 굉장히 조심히 다뤄야 할 것 같은 꽃다발이 있다면은 딱히 이런 향일 것 같아요. 뿌리자마자 장미 자약 요런 꽃향기가 은은하게 나는데요 거기에 포도향이 살짝 섞였어요. 비싼 화이트 와인 만들 때 사용하는 좋은 품종의 새큼한 포도가 떠오르는 향입니다.
처음 본 사람한테 “무슨 향수 쓰세요?” 물어보게 만든 향수🌝바이레도 모하비고스트/톰포드 블랙오키드  | 미지의세계 MIJI,https://www.youtube.com/watch?v=7qOmBO-vFF0,모하비 보스,,,"코코넛을 비롯한 여러가지 과일 조각들이 들어간 뽀얀 우유 푸딩 같은 향. 몽글몽글한 달콤한 냄새와 함께 나무로 만든 스푼으로 푸딩을 떠먹을 때 날 것 같은 향. 이 모든 향조들이 촉촉한 파우더리함과 함께 느껴지며 과하지 않고 잘 절제된 느낌이라서 남녀노소 모두가 쓸 수 있을 것 같고, 한여름을 제외하고는 언제 풀어도 좋을 것 같은 향."
처음 본 사람한테 “무슨 향수 쓰세요?” 물어보게 만든 향수🌝바이레도 모하비고스트/톰포드 블랙오키드  | 미지의세계 MIJI,https://www.youtube.com/watch?v=7qOmBO-vFF0,톰포드 블랙 오키드,,,"상큼한 과일향이 나는 듯 시작되지만 가벼운 프루티 플로럴 향수는 아니다. 묵직하고 달콤한 향이 나무와 포도잼이 함께 나는 형태. 만든 포도잼에서 날 것 같은 향과 함께, 트러플 오일의 절여 쓸 때 날 것 같은 냄새를 연상케 한다. 잔향은 달콤 씁쓸한 초콜릿 냄새가 남으며, 화장품 냄새도 느껴져 강렬한 매력을 지닌 향."
"초겨울 데일리룩에 제격인 향수들💚크리드, 마크제이콥스, 골드필드앤뱅크스, 베르두 등",https://www.youtube.com/watch?v=r9xhCAn5LOA,베르드 a 셀바도라다,,,"브라질의 울창하고 깊은 수페 향을 표현한 향수인데요 진짜 뿌려 보면은 내 주변에 피톤치드가 팡 터지는듯한 그런 기분을 느끼실 수 있을 겁니다. 아마존에 깊은 열대 정글을 걷고 있는 기분이 드는 초목의 향이 폴폴 나고요. 오염되지 않은 깨끗한 공기를 한껏 들이마시는듯한 기분도 듭니다. 처음에는 상큼하고 산뜻한 패티 그레인 향이 나다가 점점 시간이 지날수록 가이아 구드 향이 나고, 전반적으로는 이게 크리드의 오리지널 베티버 향이랑 되게 비슷합니다."
"초겨울 데일리룩에 제격인 향수들💚크리드, 마크제이콥스, 골드필드앤뱅크스, 베르두 등",https://www.youtube.com/watch?v=r9xhCAn5LOA,크리드의 플러리시모,,,"진짜 풍성한 화이트 플라워 부캐를 연상케 하는 향이에요. 처음에는 만다린 향이 신냄새 없이 달콤하게 나다가 튜베로즈 향을 메인으로 자스민, 일랑일랑 등의 다채로운 꽃향기로 우아하게 이어집니다. 향이 고전적인 비누향처럼 다가오기도 해요. 몇백 년 동안 대대로 물려 내려져 오는 왕비의 비누 같은 클래식한 파우더향이 생각이 드는 비누 향입니다."
"초겨울 데일리룩에 제격인 향수들💚크리드, 마크제이콥스, 골드필드앤뱅크스, 베르두 등",https://www.youtube.com/watch?v=r9xhCAn5LOA,골드필드 앤 뱅크스의 인지니어스 진저,,,에너제틱하고 기분을 업시켜 주면서도 되게 중성적인 향이에요. 비유를 해 보자면은 오렌지나 레몬을 띄운 시원한 진저에일 같은 향이라고 할 수 있겠습니다. 뿌리자마자 진짜 새콤하고 신 시트러스 향이 톡 터지고 진저향이 함께 납니다. 잔향에서 멋스러운 엠버 바닐라 머스크 향이 남습니다. 처음에는 완전 톡쏘고 청량하고 새콤한 향이었다가 잔향은 되게 부드러운 엠버 머스크 바닐라 향으로 남아서 아이 변화가 굉장히 인상적이었다.
"초겨울 데일리룩에 제격인 향수들💚크리드, 마크제이콥스, 골드필드앤뱅크스, 베르두 등",https://www.youtube.com/watch?v=r9xhCAn5LOA,마크 제이콥스의 퍼펙트 오드 퍼피,,,"상큼한 과일 향이랑 꽃향기가 함께나요. 뭔가 핑크 빛이나 코랄 레드 이런 색깔이 떠오르는 상큼하고 활기찬 과일 향기입니다. 수선화 꽃 향기에는 약간 촉촉한 수분감이 그리너리함이 곁들여졌다. 전반적으로 이 향수는 깨끗한 상콤 달콤함이 있는 프레시한 샴푸 향 류의 향기다라고 할 수 있습니다. 향이 부담없는 거에 비해서는 지속력과 확산력이 나쁘지 않았고요, 4계절 내내 언제나 뿌리기 좋습니다."
"취향별로 추천하는 겨울 향수들☃️불리, 크리드, 아틀리에코롱, 더바디샵",https://www.youtube.com/watch?v=VKTNW9dQWus,더바디샵 화이트 머스크러버 오드 버프,,,머스크가 그 살냄새의 대명사인만큼 향수 역시도 아주 향긋한 살 냄새가 나는데요. 그렇다고 오리지널 화이트 머스크향이랑 비슷한 향이냐라고 묻는다면 그건 아닙니다. 이거는 뿌리자마자 많이 희석된 비눗물이랑 샴푸 거품이 섞인듯한 모습이 연상되는 향이 납니다. 거기다가 약간 톡 쏘는 느낌도 있는데 그렇다고 완전 스파이시하거나 과일의 새콤함 이런 건 아니에요. 깨끗한 머스크향이 밝고 좀 긍정적인 느낌으로 발향되게끔 도와주는 정도입니다. 향수들의 진가는 잔향인 거 아시죠? 이거 역시 잔향이 깔끔한데 살냄새 같은 약간의 우디향이 섞여가지고 정말 좋더라고요.
"취향별로 추천하는 겨울 향수들☃️불리, 크리드, 아틀리에코롱, 더바디샵",https://www.youtube.com/watch?v=VKTNW9dQWus,분리의 페루 헬리오트로프,,,뭔가 그런 사람이 떠오르는 향이라서요. 약간 한눈에 봐도 비싸 보이는 핸드메이드 코트를 입은 사람이 연상되는 향이에요. 투박하지 않고 섬세하게 잘 만들어진 코트를 입고 이거 뿌리면 너무 잘 어울릴 것 같아요. 좀 달콤하고 파우더리한 향이라서 꽃향기 좋아하시는 남녀에게 추천하고 싶습니다.
"취향별로 추천하는 겨울 향수들☃️불리, 크리드, 아틀리에코롱, 더바디샵",https://www.youtube.com/watch?v=VKTNW9dQWus,아틀리에코롱의 앙상 텔레스테,,,인센스 스틱향 좋아하시는 분들에게 완전 추천하는 향수입니다. 딱 그 향이 나는 향수예요. 처음에는 겨울처럼 차갑고 시작을 합니다. 진저가 떠오르는 향으로 시작을 했다가 점점 오묘한 우디 향이랑 인센스 스틱이 섞인 향으로 블렌딩 됩니다. 그래서 뭔가 중동의 고귀한 보물 이국적인 향신료 동방박사 이런 키워드들이 떠오르더라고요.
"취향별로 추천하는 겨울 향수들☃️불리, 크리드, 아틀리에코롱, 더바디샵",https://www.youtube.com/watch?v=VKTNW9dQWus,크리드의 로그인 화이트,,,"퐁실퐁실한 흰 꽃 향이 풍성하게 나는 향수라서 좀 볼륨감이 있고 부드러운 스타일입니다. 개인적으로 이 향수를 딱 처음 맡았을 때 떠오른 게 아주 고급스러운 마사지샵의 타올 아니면 샤워 가운 그런 것이 떠오르는 향이었어요. 럭셔리하면서도 클리나 화이트 플라워 향이 나고요, 거기에 약간의 물 향도 섞였어요. 쌀 향조가 주는 순수함 백색의 이미지 이런 게 분명히 느껴집니다."
칠성사이다에서 향수를 만들었다고?😮 '오드칠성 바이 살롱드느바에' 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=8kbOF67qZ7I,씨들을 1950,,,칠성사이다 시원함과 청량감을 구현한 향수에요. 라임이 날에 몸 같은 과일의 껍질에서 날꺼 같은 씁쓸 상큼함 향이 시작해요. 그리고 이어서 로즈마리 향기가 그렇다 허브향이 솔솔 나요. 전반적으로 플래시 된다는 인상을 받았어요. 인공적인 느낌이 거의 없는 직접 딴 허구와 풀로 만든 형수가 탈까요. 잔향에서 샌달우드 머스크 향의 탄탄하게 중심을 잡아주는 느낌이에요.
칠성사이다에서 향수를 만들었다고?😮 '오드칠성 바이 살롱드느바에' 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=8kbOF67qZ7I,르 4필히,,,"뿌리자 마자 깨끗하다 마 있다라는 생각이 바로 들었습니다. 깔끔한 시트러스랑 가벼운 민트향, 그리고 뮤 궤양에 같이 어우러지는 데 마치 신선한 풀과 꽃으로 만든 빈으로 깨어나게 목욕재계를 하고 나온 기분이더라구요. 청아한 거창 기가 퍼지는 데요 아카시아와 장미가 떠오르는 플로럴 향입니다. 이 꽃 찬기가 아카시아와 아카샤 잎들 도 함께 모여 있는 듯한 향이에요."
칠성사이다에서 향수를 만들었다고?😮 '오드칠성 바이 살롱드느바에' 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=8kbOF67qZ7I,팩트 리코,,,뿌리자 마자 샌달우드 향이랑 베티버 향이 확 느껴져요. 달콤함 있는 화이트 티와 제비꽃 향이 함께 올라오는데요. 이때 향한 꽤나 포근합니다. 첫 인상은 좀 쎄 보이는 데 알고 지내다 보면 온화하고 부드러운 매력이 발견되는 사람에게 잘 어울릴 것 같다는 생각을 했어요.
칠성사이다에서 향수를 만들었다고?😮 '오드칠성 바이 살롱드느바에' 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=8kbOF67qZ7I,빅터 멜로,,,"딱 뿌리며는 스파이시한 나무 향과 씁쓸한 풀 향이 확 퍼져요. 곧 이어서 스모키한 냄새도 나고 흙과 토지의 향도 풍부하게 나고, 잔향은 카카오 함량이 아주 높은 초콜릿에서 날 것 같은 향으로 마무리가 돼요. 클라우드 맥주 컨셉을 가지고 있지만 묵직한 바디감을 가지고 있다는 점과 성인에게 더 어울릴 것 같은 약이라는 생각이 들었기 때문에."
칠성사이다에서 향수를 만들었다고?😮 '오드칠성 바이 살롱드느바에' 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=8kbOF67qZ7I,빈티지 고라,,,자몽 탄산수 같은 향이에요. 여름엔 뮤직페스티벌 가보셨나요? 음료 프로모션 부스에서 시원한 음료 한잔씩 나눠 주잖아요. 더운 여름날에 야외에서 신나게 놀다가 교육원 음료 한잔 딱 받아서 들이켜는 어우 50 라고 진짜 피크 마다 말 이런말이 절로 나오잖아요. 상콤한 시트러스 향이 고 학생 분들도 충분히 소화할 수 있을 것 같습니다.
카카오 현직자가 평가하는 카톡 선물하기 베스트 향기템,https://www.youtube.com/watch?v=YMKgK-GBfLE,탬버린 이제 카모 미니 퍼퓸,,,블랙베리의 베이 향인데 카카오톡 선물하게 단독화적인 거 같더라고요
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,아리바이 아리아나 그란데,,,이 향수의 오프닝은 배와 자몽 라즈베리를 푹 절여서 만든 잼이 떠오르는 새콤달콤한 향입니다. 저는 아리 향수들 중에서 이게 가장 과즙 넘치는 향이라고 생각해요. 이어서 은방울꽃과 장미로 만든 마시멜로우가 어우러집니다. 베이스 노트에 마시멜로우가 포함되 있긴 하지만 사실 저는 이게 엄청 직관적으로 마시멜로우가 떠오르는 향은 아닌 거 같아요. 저는 요것보다 곧 있다가 소개할 모드 바닐라나무 완전 마시멜로 같은 향으로 느껴져서 아리바이 아리아나 그란데는 꽃을 넣어서 만들어서 살짝 로즈골드 빛이 도는 마시멜로우가 있다면 새콤한 배 자몽 마멀레이드를 그득하게 올린다면 날법한 향이라고 표현을 하고 싶습니다.
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,스윗 라이 캔디,,,"진짜 이름 그대로 사탕처럼 달콤한 향입니다. 솜사탕과 사탕 간식들이 가득한 거리에 아이스크림 트럭이 전복돼 아이스크림과 디저트들이 그 공간을 가득가득 메우고 있는 스윗함으로 꽉 차 있는 비주얼인데, 그 공간에 가면은 딱이 스위트 라이크 캔디 향이 날 것 같습니다. 설탕을 뿌린 블랙베리와 베르가모의 향을 시작으로, 푸르메리아 허니 서클의 화사한 꽃향기 그리고 캔디 샵에 들어간듯한 향기로 채워집니다. 전반적으로 포근한 느낌이 있지만 그렇게 무겁진 않거든요."
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,클라우드,,,향수를 뿌리면 이렇게 뭉게 구름들이 떠 있고 따사로운 햇살이 쏟아지는 푸른 하늘 아래에 있는듯한 행복감과 안정감이 느껴져요. 비유를 하자면은 코코넛 생크림 케이크 향이라고 표현하고 싶을 정도로 퐁신퐁신하고 크리미한 구어 망대 향입니다. 코코넛으로 휘핑크림을 만들듯이 밀키한 코코넛 향이 아주 리치하게 퍼지고 견과류가 들어간 초콜릿이 약간 뿌린듯한 향도 있습니다.
